"","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"1-Jul",,0,0,,0,9.966731,0,3.83057,0,13.12921,0,0,,0,0,0,0,0,0,0,2.647357,0,8.612784,0,0,0,11.00787,1.049935,0,7.507949,5.580623,0,0,0,0,0,0,0,0
"2-Jul",0,0,0,1.402289,1.808286,0,0,0,0,6.859385,0,17.29671,,0,0,0,8.434285,0,0,0,0.9198729,0,9.657047,0,0,4.012945,3.676832,0.7907545,4.819576,5.488389,6.925973,0,0,0,0,0,6.447779,0,0
"3-Jul",0,0,0,0,,8.500134,0,0.9280046,0,0,0,0,,5.5281,0,0,6.100458,0,0,0,7.812317,0,4.099133,0,5.841046,11.94378,0,5.8629,8.136229,0,12.9994,0,6.411763,0,4.692762,0,7.407305,0,9
"4-Jul",0,2.924744,0,0,0,0,1.617455,4.248013,0,2.670386,1.468907,0,6.242258,0,0,22.94377,0,0,0,0,4.348784,0,17.32082,0,8.174617,0,0,0,0,0,7.14867,0,0,0,2.805213,0,0,10,0
"5-Jul",0,0,1.435388,0,0,0,0,9.719242,0,28.02723,0,6.06892,0,4.992006,0,0,0,0,0,0,0,0,5.966093,0,6.009624,3.039611,0,0,7.118126,0,0,0,0,0,1.081722,0,0,10,0
"6-Jul",0,0,6.723254,0,0,0,1.509287,0,4.095288,9.078012,0,6.308148,4.737718,4.098199,0,0,0,0,0,0,13.75233,0,9.695522,0,0,7.962986,0,0,0,0,0,0,0,0,1.75587,0,0,9,0
"7-Jul",0,0,0,0,0,3.052022,0,0,7.034327,0,0,0,6.701171,0,0,0,0,0,0,0,7.295067,0,0,0,0,0,0,0,3.086659,0,0,22.38191,0,0,9.814844,0,8.709885,18,0
"8-Jul",0,0,0,0,0,0,7.6082,0,0,0,0,23.12174,3.909486,2.360549,2.40588,18.25335,0,0,0,3.824489,9.635564,0,0,0,0,0,0,0,4.038424,0,4.838568,0,0,0,0,0,0,7,10
"9-Jul",40.11856,0,4.951232,0,0,6.922131,1.887925,0,0,0,1.46191,14.26539,0,3.578001,4.278002,7.66427,0,0,0,0,11.29897,0,0,0,0,1.386932,0,0,5.145995,3.058021,0,0,0,0,0,0,3.089425,0,0
"10-Jul",0,6.354406,5.74931,0,0,11.66544,0,0,0,5.267947,0,0,0,0,6.431592,0,0,5.632665,0,0,0,0,0,0,0,0,0,0,6.040443,3.929246,0,0,0,0,0,0,0,9,0
"11-Jul",0,0,0,0,0,1.26197,0,0,0,0,0,,0,3.664781,0,0,0,0,0,0,9.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.134292,19,0
"12-Jul",,4.433924,4.066517,6.536336,0,0,0,12.69408,0,1.835934,0,0,0,14.2732,0,2.378813,0,8.564408,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77555,0,0,0,0,14.04427,9,0
"13-Jul",12.99021,0,0,10.92068,0,0,0,4.095206,0,3.77788,0,5.462083,3.03014,0,0,0,0,0,0,6.871109,9.457393,0,0,0,0,6.008182,0,0,0,0,0,6.091944,0,0,4.214674,17.07804,16.50776,0,0
"14-Jul",0,0,8.093301,0,0,12.55586,0,0,0,0,0,4.937809,0,6.486133,0,3.521645,0,0,3.480587,23.72709,0,0,0,0,0,2.753449,8.749586,0,0,13.74543,3.059731,0,0,0,4.532546,0,0,0,15
"15-Jul",0,21.43695,18.5357,0,0,2.364432,0,6.516125,0,2.086438,0,32.9803,6.886661,23.62391,0,13.76487,6.153466,0,0,0,6.862491,12.38743,0,0,0,25.3339,3.005877,0,0.7561785,4.874105,0,0,0,7.812684,13.36805,0,41.23036,10,0
"16-Jul",,0,6.156216,0,0,6.542676,0,0,0,0,0,21.46234,0,2.823771,0,2.286827,0,0,0,0,0,1.134214,0,0,0,0,0,0,0,0,0,44.33257,0,15.23107,17.03596,0,18.47709,9,0
"17-Jul",0,0,0,6.410649,0,14.78867,0,5.696209,0,0,0,0,0,0,0,0,0,0,7.383699,13.11585,30.49555,3.007368,0,0,14.74929,0,0,4.041607,0,5.479355,0,0,0,2.617539,0,0,2.479572,0,0
"18-Jul",0,14.96111,0,0,0,8.610678,0,14.35452,0,36.07196,0,5.834044,0,1.623734,0,16.17636,0,0,15.87115,8.574531,9.000001,0,0,8.653521,0,0,0,0,0,0,0,0,0,0,10.20262,0,2.580447,0,0
"19-Jul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25194,5.226763,9.241604,0,0,2.24305,0,0,0,5.714515,1.627391,8.189006,0,0,0,0,0,0,7.019745,0,3.675602,0,0,0,0
"20-Jul",,0,5.148552,0,0,0,0,3.650629,0,0,0,0,0,0,0,11.74227,0,1.564017,7.006213,2.754283,20.57445,0,0,0,0,11.29591,0,0,0,14.55622,0,10.28884,0,0,0,0,0,0,0
"21-Jul",0,0,0,0,0,,0,5.231193,0,0,0,8.750401,0,0,0,2.841588,4.329704,5.400847,0,3.332409,15.75985,0,0,2.321764,10.81093,0,0,0,11.02985,0,3.699797,13.36186,1.934047,6.857965,0,0,0,10.28571,0
"22-Jul",,0,10.32594,0,0,3.641896,0,0,0,0,4.207645,0,1.875144,0,0,0,7.145355,3.997758,5.107516,2.12802,1.55951,0,17.29726,0,0,3.102016,3.809105,0,0,0,0,0,0,0,5.997066,0,0,0,0
"23-Jul",0,50.00022,1.33018,,4.938104,0,0,0,0,0,0,0,0,0,0,16.68534,7.292363,5.715868,0,0,4.674695,8.491077,21.56314,11.53302,0,11.22629,2.950114,0,0,10.17948,0,24.76363,0,3.776008,0,0,2.507421,0,0
"24-Jul",0,8.90607,0,,0,1.238282,0,0,0,0,0,0,5.756809,15.93276,1.66544,0,8.924699,0,0,0,0,0,11.69999,2.00389,0,0,0,33.18615,0,0,12.73254,0,0,0,0,0,0,21,0
"25-Jul",0,5.023452,0,0,0,0,0,0,0,0,0,0,0,7.882123,0,0,3.559611,9.108978,7.486823,0,0,8.945635,3.491032,1.017895,0,0,10.31435,3.826343,0,0,0,0,4.789212,0,4.225122,0,0,13,0
"26-Jul",0,0,0,0,0,0,23.21906,0,0,0,0,1.54996,6.989077,0,2.870941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.951275,0,6.899518,0,0.4571722,0,0
"27-Jul",0,0,0,,0,0,0,0,0,0,0,2.476961,4.381474,0,6.115738,0,3.183694,8.789226,0,0,0,5.540465,4.815371,15.16981,18.3231,0,0,3.59283,2.963156,0.8073957,0,2.306269,0,0,0,0,1.7606,0,0
"28-Jul",8.25185,0,4.945013,11.83983,,0,0,0,20.88684,0,10.39584,0,48.9973,0,0,0,0,0,5.248971,0,0,0,0,0,2.134594,0,0,8.630775,11.14467,0,8.585532,5.250167,4.933483,0,6.337417,0,0,0,0
"29-Jul",8.82257,7.201913,8.111538,0,0,1.024969,13.03386,0,0,1.960517,0,0,6.299747,0,0,0,0,0,7.628014,10.9278,0,0,11.88927,0,3.182365,3.328932,0,0,4.677372,0,0,0,8.257723,0,0,0,0,9,0
"30-Jul",0,0,0,16.03409,0,5.009091,9.921103,0,0,3.980631,0,0,0,0,26.30125,0,0,0.7603979,0,5.238784,0,0,14.64701,0,7.897395,0,0,0,0,38.51773,6.553319,0,11.09931,0,0,0,0,9,0
"31-Jul",9.296627,0,4.581775,7.404683,0,59.42204,0,0,0,16,0,0,5.736946,0,0,0,5.267876,0,0,7.148096,0,2.271713,16.72023,6.85481,6.438274,0,6.958125,16.74485,0.3867865,17.43793,0,0,11.26056,0,3.202518,3.311087,0,9,0
"1-Aug",4.898835,0,2.286324,,0,8.433943,3.66289,0,0,0,0,5.57989,3.727217,0,0,0,10.12364,0,0,2.18534,0,20.71786,0,19.59991,0,11.78757,0,5.538196,0,5.657835,9.799932,0,0,0,0,10.33619,0,0,0
"2-Aug",0,0,13.60118,0,30.69886,6.76967,,0,0,0,0,0,0,0,11.18866,0,39.1589,3.870186,0,0,0,0,1.986292,0,3.032161,1.997945,0,0,8.894925,2.466007,9.88248,8.692836,10.18861,0,0,0,6.904163,0,0
"3-Aug",0,0,7.176444,,0,0,0,0,0,0,0,0,0,0,0,4.657507,0,2.742332,16.97421,0,0,0,0,10.08218,15.05048,16.41606,4.666605,4.945514,4.279756,0,0,24.63511,0,0,0,0,0,0,9
"4-Aug",0,0,11.06963,0,0,4.909783,0,3.007932,3.292563,0,0,0,7.987619,0,9.123531,13.92957,7.128923,0,0,0,0,15.23325,0,1.459193,5.641669,7.087924,4.309065,0,10.67902,1.950873,0,5.110962,0,1.034377,6.600248,0,0,0,10
"5-Aug",0,0,0,0,0,1.715673,0,0,0,9.880777,0,0,3.80422,0,1.056744,0,0,0,0,0,4.663235,0,0,7.091553,0,0,0.9800355,0,0,7.686552,6.199028,5.592292,2.757014,5.211341,0,0,4.638774,0,0
"6-Aug",3.891827,0,0,0,0,0,0,2.170583,0,0,0,9.292565,1.949563,0,3.288423,0,5.839102,0,0,0,37.09364,0,5.196351,3.933904,26.02564,1.899309,0,0,4.373158,0,0,9.248129,0,13.96665,8.512091,0,13.95846,0,9
"7-Aug",0,2.492684,0,0,0,18.27462,4.963227,42.69362,2.639505,0,9.256104,0,1.792943,0,0,3.234548,3.824085,0,16.43058,27.11284,0,12.4971,0,1.437431,7.647169,3.019133,0,0,0,2.175381,2.663322,15.5049,0,8.107652,3.685282,0,2.438396,10,0
"8-Aug",4.46839,0,0,0,0,0,2.909959,,5.331593,0,6.385278,0,0,0,3.757817,0,0,10.92009,7.342699,0,0,0,0,0,0,3.65946,0,0,0,3.890912,18.69974,1.169036,0,0,3.275223,0,11.08548,0,9
"9-Aug",0,0,0,0,9.078794,7.355156,0,0,14.16421,0,18.55391,2.705284,0,0,0,0,0,7.492152,0,6.313344,0,2.840388,0,7.435017,0,0,0,0,0,2.104771,0,9.923322,0,0,97.89603,0,0,0,11
"10-Aug",11.17558,7.032891,9.000001,2.096945,0,30.31693,4.979714,0,0,23.04821,0,4.827987,1.902105,0,0,0,0,4.547877,7.574084,0,0,5.912155,4.491842,0,19.41441,0,0,11.38595,13.58642,0,0,0,0,0,12.25397,0,0,0,18
"11-Aug",3.343787,0,9.196897,10.29693,,0,0,0,0,4.561255,0,4.875176,0,1.709578,0,0,0,0,7.820538,10.42909,0,3.380036,2.352301,2.673764,0,7.170336,0,2.659173,0,14.69126,0,3.762846,0,0,49.95765,0,0,0,0
"12-Aug",3.513346,10.89306,0,,0,5.076755,8.080188,0,7.810618,0,0,16.80905,0,0,0,0,3.904001,0,0,0,5.435027,11.18544,0,5.497011,3.337304,1.865303,0,7.434655,0,17.60531,0,9.951226,0,4.983861,6.595625,0,0,16,9
"13-Aug",0,,1.807253,0,18.48955,13.07961,10.91128,0,36.77895,1.362278,0,10.52502,0,0,0,0,0,2.407994,21.26232,0,13.46041,0,4.727824,0,6.731816,2.71417,0,1.144512,45.78633,8.201834,2.010346,7.813504,0,0,8.396427,0,0.9671659,23,22
"14-Aug",0,,25.29637,0,5.355079,18.32697,16.39378,0,13.70661,0,,8.475637,9.74622,0,0,0,10.55892,11.22826,3.849919,0,0,11.02437,2.239192,0,6.773982,0,7.240019,0,2.29609,0,3.462723,0,0,4.281882,1.866068,0,19.10631,33,0
"15-Aug",5.679275,7.781139,0,0,9.998322,12.85516,0,0,9.278083,0,,9.299437,28.58128,0,0,0,0,0,0,0,0,0,0,0,5.408888,6.416898,9.296319,0,16.18278,0,1.381465,3.819834,0,2.000655,5.802151,0,0,0,9
"16-Aug",4.475042,0,2.898828,0,0,0,0,0,0,1.313732,0,,0,0,0,0.708339,4.553026,9.398294,18.61685,0,18.95046,2.248564,0,0,8.537148,0,6.97076,0,4.461668,0,0,0,0,0,4.162709,0,0,18,9
"17-Aug",0,0,0,0,0,0,3.623664,0,0,0,0,20.94481,4.212605,3.758295,0,11.32623,0,2.965413,3.937647,7.181727,9.505886,4.550664,1.863329,0,0,13.82716,1.754365,2.988303,1.897552,0,16.11504,0,0,0,0,0,0,13,9
"18-Aug",9.408583,5.284379,0,9.737083,9.296198,0,0,4.15449,0,0,0,15.3081,16.16309,24.95697,0,1.911095,0,7.095237,12.37891,0,11.19227,0,2.860449,0,1.991306,8.33147,0,0,1.518409,3.447196,3.746634,0,0,0,11.40942,0,0,13,0
"19-Aug",11.16696,22.27574,0,0,0,0,0,15.98811,0,0,,0,7.539841,3.834092,11.03559,1.347281,0,0,0,0,0,0,15.07256,0,4.320115,15.4432,7.340096,0,4.287397,0,3.949194,1.536292,3.7801,0,8.020563,7.011834,0,10,9
"20-Aug",2.543921,6.402322,,0,0,9.428548,0,0,0,0,0,0,0,16.33447,0,5.735772,0,3.951926,0,0,9.011041,0,4.114883,0,0,3.198318,3.180006,0,6.104043,5.141087,5.046568,0,0,0,0,0,3.36869,18,9
"21-Aug",0,5.283308,0,0,0,24.2054,0,0,0,0,0.9970573,0,0,1.970671,11.46997,0,0,0,0,0,17.52247,0,1.866884,0,0,4.457495,7.387404,15.27591,6.391162,0,12.16869,0,0,0,7.491883,2.169439,4.958513,9,9
"22-Aug",0,10.26872,0,0,0,11.29649,0,0,3.53845,9.045279,16.45483,2.966873,0,5.864582,1.05088,0,0,0,0.5747944,0,6.505695,6.821666,0,0,0,11.7922,11.35493,2.883847,0,7.901183,20.6732,0,3.973331,8.268656,7.398947,2.008433,14.36332,9,14
"23-Aug",2.774489,4.457641,0,3.480608,0,0,0,0,28.93012,4.199335,10.22899,3.412113,0,10.08221,6.362973,0,5.324447,0,0,6.253899,15.96572,12.11023,7.222007,0,2.264573,0,0,0,0,0,6.021585,20.58934,3.313546,0,0,10.27021,0,14,0
"24-Aug",0,5.253638,6.838853,0,5.033149,1.252906,0,11.01969,0,7.200491,0,0,0,0,4.236603,3.916302,4.836498,0,0.929305,0,0,2.967711,0,0,0,3.067617,0,5.198225,0,0,3.461474,13.25772,0,0,3.525655,2.288936,0,9,0
"25-Aug",13.46793,0,3.933392,0,0,4.543885,0,12.30353,0,9.957792,9.304963,0,0,4.270698,0,2.848562,0,0,4.972247,7.20122,15.74779,3.4489,0.9273508,0,0,15.52916,0,14.02347,8.183168,7.525927,0,13.24699,0,4.271005,7.70193,9.601982,4.740027,12,0
"26-Aug",6.886545,3.164326,0,0,4.868758,4.336097,1.474657,25.77648,3.013816,1.988704,0,0,0,12.66271,0,2.675067,8.131079,0,1.115554,0,1.410266,7.855242,2.842567,3.934283,10.44502,7.959998,5.501696,1.54299,0,0,0,0,10.28629,0,1.381201,1.303381,6.975058,0,0
"27-Aug",0,0,0,0,8.489512,6.513975,0,7.904351,40.43163,0,0,0,0,7.942109,0,0,1.75763,0,0,0,5.061639,0,0.8221316,2.667009,4.46157,0,0,0,15.09657,1.560736,0,0,0,0,3.984405,0,9.040956,9,9
"28-Aug",11.64431,0,4.092866,9.09524,0,5.397407,0,18.06628,0,0,0,3.007814,3.083499,6.920039,0,1.981372,1.600023,0,0,16.39952,5.673863,0,0,3.650404,0,13.45636,0,23.67909,14.55431,0,0,10.99556,0,0,6.914675,10.60232,4.882756,10,0
"29-Aug",1.481128,0,13.10598,0,0,24.70695,3.897856,0,0,0,2.114721,8.368043,7.175489,3.017505,10.63786,9.204838,0,7.730249,12.23044,0,0,5.911483,0,8.27434,4.485891,4.888971,0,7.816572,0,6.623776,0,4.299814,0,0,7.348054,1.177351,0,9,0
"30-Aug",0,4.445693,11.48537,0,0,0,3.195078,0,4.34349,0,0,16.46648,0,1.823804,0,14.84081,2.353321,5.385943,0,4.221392,0,0,0,6.1115,1.279035,0,0,0,1.558764,13.98008,0,2.736759,7.974386,0,0,0,6.392359,18,0
"31-Aug",0,0,5.716214,7.696705,0,0,10.80404,0,,0,0,0,0,9.17153,0,5.847051,2.681395,6.637622,0,4.448981,0,6.647527,0,2.258747,4.035985,0,0,0,10.74382,3.0151,0,11.18871,0,0,10.26921,0,9.834602,15,18
"1-Sep",4.303912,0,0,0,0,0,9.607869,4.076193,4.010052,0,3.289304,0,4.204509,1.731695,0,0,2.94463,4.773,9.743285,3.939973,0,0,6.877194,0,8.107066,6.170831,0,0,2.398518,8.457257,6.745157,13.58205,8.794253,0,2.996581,0,0,0,12
"2-Sep",14.37442,5.637717,12.17393,7.668472,0,4.477465,4.465835,6.410458,0,4.282409,0,7.689058,25.36041,0,0,0,0,5.119637,0,0,4.651783,0,1.676348,2.208405,2.78215,5.864129,5.740781,0,0,3.295624,3.274403,11.10419,3.821911,0,1.755357,4.476421,5.492009,0,9
"3-Sep",7.779609,5.841546,3.886214,,0,2.498182,3.831433,5.697116,8.466833,0,0,5.440277,13.62354,15.5666,0,3.53607,4.371318,0,0,3.240595,0,19.04465,4.716403,0,12.41745,0,6.591473,0,2.781173,17.28561,36.72283,3.147404,15.53263,0,62.49765,1.974314,5.392686,18,0
"4-Sep",3.421662,4.468542,5.699453,,0,10.08275,7.327952,2.841887,0,0,0,0,10.81115,9.76796,0,0,0,0,9.030376,0,0,18.81129,0,0,6.077404,0,8.437934,0,1.608431,0,0,13.17091,2.775906,26.22749,0,4.880819,0,17,28.8
"5-Sep",2.930424,3.079221,1.927569,0,0,13.0379,5.584307,0,18.21427,0,5.935482,0,4.319857,34.56626,0,0,1.93622,0,0,0,0,0,4.552428,0,4.107168,4.329309,2.684444,0,15.77032,0,0,8.218416,4.437299,2.571918,2.455193,0,4.031868,0,25.33333
"6-Sep",11.47092,,8.829926,0,2.776097,11.99961,14.12796,0,0,0,12.56271,0,0,0,0,1.345014,0,7.263416,0,0,4.312325,0,14.85714,0,2.397165,10.36758,4.659017,4.623935,0,12.45612,41.54254,7.348101,5.661121,0,0.7055884,0,18.06018,35,9
"7-Sep",4.77368,,0,0,7.138726,31.35942,,0,12.89243,7.570547,,18.89051,12.8449,0,0,0,0,0,2.471454,9.803566,1.568281,0,0,0,21.95696,0,7.252587,0,3.077759,12.4468,4.149995,0,0,10.77349,0,0,1.333073,21,0
"8-Sep",0,0,13.40686,11.20143,0,3.817282,42.20409,2.114334,6.740691,4.1795,4.380639,7.661527,17.70897,4.192827,8.291311,0,12.55261,18.93553,14.02613,0,4.434872,0,8.084166,31.28301,7.269999,14.63846,6.360932,0,7.086051,2.869549,2.580214,0,13.93543,0,0,19.46699,26.86024,11,9
"9-Sep",0,0,5.950735,3.569445,0,3.841544,13.63456,9.278425,1.144342,0,0,0,0,4.293205,6.367893,5.756567,0,0,12.99357,0,21.43927,0,0,39.49477,2.509181,1.94245,0,15.5377,9.445536,10.33831,6.032666,0,11.05655,0,2.283283,0,7.300362,16,0
"10-Sep",9.210566,10.02999,0,0,0,15.70038,0,0,0,16.16047,0,0,12.47084,16.11491,0,9.030871,1.329905,6.279603,0,0.8264797,4.606134,0,0,8.11564,5.624211,4.606934,0,9.333132,7.733284,2.059273,3.948304,0,4.879898,0,1.386314,0,4.733251,9,9
"11-Sep",1.115958,41.24302,9.073853,0,0,5.086946,0,0,0,10.73199,0,6.183888,9.889174,2.848307,0,0,,0,0,3.190348,5.669343,0,0,10.61992,43.48494,5.982363,0,13.28233,2.22503,6.428603,0,5.472219,0,0,7.402996,1.588791,4.674154,9,0
"12-Sep",15.16783,4.26743,24.83349,0,0,,0,0,0,0,3.618453,0.912609,,0,0,2.231209,3.980165,0,2.088924,3.541308,0,8.793417,29.15469,5.156577,3.370921,26.18918,10.7798,19.73618,0,23.14493,7.03879,0,0,0,0,3.291126,2.554412,18,5
"13-Sep",6.634898,0,0,0,4.805997,2.618527,0,0,3.72613,0,0,0,6.805445,0,4.074811,10.78685,2.327239,0,13.88159,0,0,9.134277,0,3.003243,5.156398,0,8.882541,0,0,8.315973,2.416538,3.623458,0,0,7.999849,8.391746,0,5,0
"14-Sep",,2.910425,,0,4.53501,,0,0,0,20.08217,2.044082,0,0,1.51501,0,0,11.15402,0,0,0,0,13.85795,10.07924,6.244812,6.334746,6.628412,7.044092,5.340746,8.294396,6.680359,2.899311,2.298669,3.589986,2.890874,0,19.08411,0,9,0
"15-Sep",7.801718,6.531641,0,7.338801,0,5.987733,0,4.125918,10.06444,0,7.364739,0,0,2.444153,0,0,0,6.520176,4.140285,4.772883,2.759581,6.111545,5.804017,22.23919,6.170822,5.238522,4.771587,9.585628,3.60235,6.150918,0,0,2.248884,2.131902,0,0,4.992248,9,9
"16-Sep",4.054172,11.32648,0,0,0,11.33851,0,0,0,,0,7.216079,0,3.933541,0,0,0,5.935691,9.451111,5.439293,9.616283,8.089786,6.702349,4.503762,0,0,4.323649,4.386816,0.3414015,0,0,4.895926,2.648177,5.773929,2.643269,0,0,3,15
"17-Sep",3.525978,0,3.148556,19.25757,6.229151,3.814305,5.119921,7.29316,0,0,0,0,8.981143,6.730768,0,9.721145,0.892101,7.962976,14.25815,10.57342,2.893435,24.91493,8.753109,13.27364,2.744493,0.8617335,2.82595,15.87589,11.77649,5.754137,3.869941,4.856366,0,4.035878,26.81441,4.39061,3.891313,0,13
"18-Sep",5.265484,0,9.1885,20.11289,0,4.715472,,6.769586,0,0,5.088164,0,0,5.07849,0,5.266322,11.48801,10.08909,10.28571,0,12.27975,1.488892,4.662834,4.079273,0,6.627307,14.99556,10.2843,11.67936,0,19.43684,16.57273,7.989846,0,4.262148,0,30.55694,0,4
"19-Sep",13.42556,0,0,9.216436,4.488074,9.827649,0,0,0,5.303044,2.802094,0,16.9986,15.86488,0,12.40126,8.927784,0,13.71429,0,0,0,0,3.321702,3.837369,0,7.914394,26.85784,3.524072,5.414503,0,5.388478,0,0,9.488594,4.507969,0,22,18
"20-Sep",5.355155,0,0,0,8.250862,5.095188,5.212486,2.466909,0,0,0,3.998585,12.36025,8.512465,0,14.69343,0.2690961,0,20.57143,0,0,0,0,4.428087,1.305496,5.879879,16.06851,5.256835,0,0,8.247109,12.46288,0,0,11.60267,2.312382,9.54111,9,0
"21-Sep",4.573006,0,0,4.228082,0,7.709941,7.642277,7.80303,0,0,0,0,0,4.981572,0,,0.5372041,10.75418,18.41542,0,0,6.865612,0,5.849449,0,0,15.13992,5.321139,0,0,29.24635,38.28034,3.307567,0,0,0,4.220076,10.28571,9
"22-Sep",4.810127,0,0,0,0,0,1.8832,3.45758,2.9075,0,0,5.302055,8.588147,0,0,0,3.228163,3.506957,7.030937,4.208633,0,12.22844,0,8.221767,18.10262,1.321418,0,3.265946,0,5.161941,2.956637,9.170609,12.22118,0,0,0,0,9,9
"23-Sep",8.102849,6.453136,10.96994,0,,0,0,9.07979,0,,0,7.259767,0,0,0,0,6.148736,7.833866,5.84876,1.828708,1.008586,2.873874,0,5.412661,1.206106,16.83277,10.98951,0,5.377697,9.415813,11.14018,4.591842,0,0,0,0,2.338032,9,0
"24-Sep",0,,0,0,0,10.18579,2.489697,0,0,0,7.224609,0,0,0,0,0,5.854361,5.984731,8.65162,4.771721,0,3.067682,0,0,1.763413,14,2.662734,0,4.122721,11.61925,9.342141,8.788852,0,0,8.151896,0,0,14,18
"25-Sep",0,5.679849,0,0,4.060215,3.977852,23.10613,5.201551,0,4.543895,2.33751,0,0,0,0,9.629825,3.897225,0,2.136891,1.928312,0,13.60105,0,0,0,2.655622,0,5.132245,0,0,4.24292,2.197499,0,0,3.504956,15.17349,3.261132,9,9
"26-Sep",2.869319,0,0,0,5.91872,17.66037,0,1.781125,11.3466,0,0,0.6217156,7.555039,0,4.802351,7.849459,7.250179,10.41038,5.258922,0,0,0,0,0,0,0,0,7.268765,0,3.235214,2.931035,6.529525,3.841896,1.640919,11.05028,8.056267,12.89309,9,9
"27-Sep",8.448788,,2.670792,1.988758,7.145957,0,0,8.257749,4.867176,2.510909,0,15.883,7.94835,0,0,2.234153,1.629182,0,8.539966,0,1.393425,25.70512,0,19.29121,0,0,4.04903,5.561915,2.64781,0,3.057448,3.396217,2.09649,3.349631,1.990206,0,0,9,18
"28-Sep",0,0,0,4.024952,12.50441,1.296229,0,0,2.986253,0,6.902303,,1.877086,1.011287,0,3.543078,14.82615,10.86071,10.28571,8.720539,10.51834,12.6235,0,0,2.748769,0,0,3.566545,2.501722,5.50501,8.79536,0,0,1.719821,16.03279,12.51242,1.812987,15,9
"29-Sep",3.578952,7.877512,0,0,4.59204,5.318521,7.373003,8.300471,0,0,7.781288,7.837813,6.404472,1.948,0,4.495599,10.56671,11.58033,29.33333,0,0,0,0,0,3.375399,9.863753,0.8380018,3.021647,5.093809,0,16.59934,0,0,1.037288,2.407566,10.58015,7.662627,11,
"30-Sep",8.835652,50.3027,0,0,8.611416,4.319442,0,1.537,0,0,0,2.505951,3.468084,10.77306,2.397641,3.724417,6.677232,0,17.18356,28.95464,0,7.678072,4.310069,5.364639,0,3.565696,12.74726,10.60699,6.230267,5.235184,10.83036,15.29424,15.14986,0,1.823212,0,10.19805,19,
"1-Oct",0,6.156042,0,0,2.879507,0,0,12.87009,0,1.351783,2.704173,0,10.37619,16.20354,1.633216,3.960653,0,0,0,18.49101,0,3.207845,6.390132,20.66412,3.354007,23.52659,7.676026,16.07604,7.670065,5.197894,0,5.386416,5.821305,0,11.71608,0,9.890078,0,
"2-Oct",7.895808,6.508343,0,28.47629,0,1.810733,3.4081,0,0,0,0,0,0,0,2.868798,32.56242,4.006578,7.336426,11.88026,3.176899,0,7.252995,0,0,2.797043,5.076904,0,0,5.544136,0,5.009786,16.43134,17.15927,12.53816,0,0,20.28711,0,
