"","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"3-Oct",0,4.788919,0,0,0,3.778888,15.23912,3.092252,0,12.28887,0,6.97088,0,9.824804,0,0,8.634805,0,10.81676,4.742967,5.786073,2.88712,0,0,10.58413,7.969025,0,0,12.26337,6.804881,4.372884,10.36669,0,7.088286,0,0,6.154122,0,
"4-Oct",0,0,0,,0,13.88005,0,0,0,0,3.033453,0,0,0,0,0,16.66014,6.689805,0,9.29813,4.092009,9.459822,0,0,0,13.64797,8.708984,0,0,2.642983,5.171513,10.04418,0,12.67037,0,47.42039,8.072153,14,
"5-Oct",5.405321,0,2.385634,0,0,2.93634,7.921203,0,0,9.641913,0,0,12.54654,26.43071,0,,3.581223,6.493938,8.951115,6.115347,3.096803,0,3.199931,4.850551,5.715869,0,3.974614,17.57033,10.92039,0,0,10.04809,0,2.910154,0,0,8.029594,9,
"6-Oct",11.601,30.79082,0,0,7.621263,17.76545,0,0,0,10.62763,0,2.708224,7.575429,3.170003,1.833449,0,2.762314,3.186704,0,3.65746,4.120189,0,5.619868,0,6.120549,5.720755,2.239492,5.017903,7.270897,22.43687,2.4581,0,0,0,0,0,18.54222,9,
"7-Oct",3.73083,6.235033,3.070219,0,2.226986,15.08044,10.48948,0,0,9.456682,1.935203,3.218244,2.436497,20.3807,0,0,4.673897,0,14.07792,16.40816,13.61728,0,0,4.708707,2.134093,12.6358,4.608473,6.483901,6.048475,10.89726,0,0,4.90664,3.279325,4.304795,0,0,7,
"8-Oct",0,7.071613,3.930315,7.206553,2.720743,2.177632,44.58478,0,0,10.88609,1.343077,8.39653,6.85437,0,6.875618,9.467823,0,8.470641,11.17324,29.99898,1.861497,0,0,3.887468,3.277241,1.758867,0,2.541556,0,15.43083,0,10.67954,22.12705,9.952048,0,5.355501,6.233432,18,
"9-Oct",33.43393,5.020666,0,,8.126875,0,0,8.607014,7.919659,0,0,6.416693,0,0,5.352783,0,11.56176,9.21677,22.37171,11.88016,5.212131,0,3.996087,21.01805,12.12426,14.48888,0,2.933431,0,5.953682,21.37142,4.320892,7.293643,0,8.047155,7.149043,12.5962,18,
"10-Oct",12.29852,15.92257,12.84361,5.959797,14.00307,0,,5.001041,11.39565,8.308402,0,3.533187,0,0,23.45955,0,5.953934,9.519377,13.9004,0,5.442441,0,0.4921126,0,3.176722,0,3.013019,1.90381,0,2.65956,10.18048,0,22.11468,0,10.78972,6.742854,1.766868,15,
"11-Oct",5.053681,0,0,51.36147,37.46398,,7.673378,9.691229,4.968742,0,0,6.526715,0,7.146214,15.36088,0,2.290214,2.294368,0,0,2.382087,0,9.707061,0,3.703223,8.336895,0,1.343732,0,0,4.003882,0,11.53128,0,5.730938,1.103553,4.796571,9,
"12-Oct",10.87223,0,0,24.49197,0,4.152105,18.68978,0,25.39665,18.88852,0,0,,5.935729,,3.833864,13.51191,0,3.378786,0,8.197938,7.224266,0,0,0,6.131718,0,4.408255,10.34186,8.483326,2.714633,12.98625,0,0,8.667251,4.689783,14.19049,27,
"13-Oct",4.793486,7.719557,4.095159,12.7644,2.963794,4.683059,4.164563,4.386632,16.02463,13.01861,0,9.678699,2.252225,10.50445,0,17.54631,4.21945,0,0,8.168719,0,0,3.087714,0,0,8.258909,0,0,15.75247,4.980367,0,2.829011,2.823818,0,8.254135,13.09785,16.13752,18,
"14-Oct",9.968619,0,3.251725,7.89577,30.46384,14.69718,0,5.550303,12.77667,12.64827,0,12.26291,20.21134,0,0,11.83131,7.356889,2.316502,4.490837,11.00417,3.565007,0,7.88241,0,0,34.72063,2.150526,5.918506,25.87902,4.477457,3.508569,4.120314,3.639249,0,4.599876,10.43143,15.90879,27,
"15-Oct",17.5162,0,0,0,3.276267,18.45944,10.84133,0,5.752611,6.725097,2.936533,0,1.504248,0,7.946016,5.118025,5.242694,0,2.349559,0,0,0,4.846482,0,6.806371,0,2.550737,8.132346,7.669137,5.506393,0,3.558726,0,0,0,2.630622,2.301618,0,
"16-Oct",3.352103,0,3.490308,16.39606,2.616076,8.422459,11.53457,0,19.54933,3.292662,,0,0,2.653069,0.9110328,4.411421,0,9.677251,0,0,0,8.969178,5.338722,0,0,1.735039,4.332315,0,5.139654,8.890981,8.162582,4.956651,5.287201,0,3.94822,4.287378,4.29939,0,
"17-Oct",4.311793,0,0,0,5.38489,0,5.442871,8.192048,16.98734,14.95427,3.692521,0,3.106276,5.859218,5.145808,2.771844,7.592729,12.54332,10.05892,0,2.7955,3.01365,7.072999,4.260253,0,5.930444,2.159286,8.230381,12.93042,13.94783,3.065567,5.356092,5.902554,0,3.273244,4.23598,15.73191,0,
"18-Oct",0,0,0,0,8.707353,0,3.369127,13.40941,23.82163,2.031327,0,2.195712,9.452796,0,23.27291,0,0,13.12247,7.302381,2.049814,2.821773,4.574746,6.20277,0,0,3.744232,8.350564,3.359424,62.50619,21.65563,0,11.76643,7.572174,4.447277,12.85939,8.583812,27.29329,9,
"19-Oct",0,0,0,6.360429,7.242396,0,6.287519,3.583031,3.935833,10.88485,0.4382413,0,10.15639,11.5062,5.857793,3.205578,1.36215,3.833378,9.972158,8.090975,0,7.725641,0,0,3.573042,0,0,4.725446,31.44277,9.052395,0,15.1939,11.04753,0,0,2.930445,28.07488,6,
"20-Oct",0,0,1.873667,0,2.961366,0,3.175447,0,10.719,9.215492,9.347569,7.90408,16.46902,1.388523,17.25879,3.273137,0,14.22221,4.254323,1.06002,0,4.070117,19.61728,3.132158,6.207308,24.7189,0,3.651441,6.128007,7.478213,9.873405,23.95423,3.561849,0,7.807267,0,16.04006,17,
"21-Oct",3.580604,0,0,0,10.22416,1.722329,0,0,8.183816,15.86746,0,4.641828,0,5.778799,22.9263,4.154639,3.412221,0,0,3.554733,5.133381,21.52628,0,3.951091,4.357922,11.89388,0,2.239873,0,0,0,5.023495,2.726801,9.944275,7.257025,0,3.841254,9,
"22-Oct",3.717448,0,4.776622,0,20.97836,0,0,0,14.5152,14.26797,4.024993,12.96665,7.325254,10.51884,10.06115,0,5.37921,4.166344,0,0,0,5.861002,0,15.51669,7.106249,9.05725,0,4.270703,0,35.49036,16.34471,4.803654,25.37956,0,0,0,2.410309,20,
"23-Oct",12.80533,,6.093927,0.7334386,9.155952,2.161016,0,10.24207,23.39105,0,0,8.356129,11.53363,8.966154,2.018282,2.242093,0,0,10.00118,4.494046,8.091725,8.037852,6.877508,28.37758,14.71884,1.698062,5.643266,5.485396,9.838316,8.199034,3.66481,12.65634,28.13124,0,0,26.70918,16.36608,9,
"24-Oct",16.91684,0,0,2.011408,0,3.547357,1.358528,2.32103,0,5.079538,0,10.63914,6.900986,0,0,5.300044,27.23019,0,13.95126,5.107294,0,5.270149,1.378192,0,4.714792,23,3.692035,4.92647,16.43192,0,3.268589,5.268097,8.362873,0,10.84005,0,0,0,
"25-Oct",20.6122,31.38578,,10.4559,1.984205,2.357119,7.387379,5.418192,3.470987,9.578078,1.942554,7.114915,23.67477,5.290769,1.62106,0,0,0,0,16.54928,0,8.371364,3.784161,4.607039,0,0,4.2437,21.88855,3.750403,0,6.863606,6.10746,4.622825,0,10.33121,0,10.50473,13,
"26-Oct",0,0,,14.51566,0.8820331,0,0,11.45726,11.40776,9.858449,28.0966,3.262263,0,3.980343,0,5.709642,3.209037,0,6.017733,4.800776,16.1471,11.33072,5.590458,3.139148,0,4.27134,19.99172,4.06622,2.052715,5.713745,5.373473,0,8.980792,0,6.181691,6.122685,11.84151,9,
"27-Oct",0,0,0,0,5.40012,12.46256,0,14.22071,61.15885,0,0,0,9.822038,0,12.31422,0,0,0,6.654004,8.706468,5.493064,7.17257,6.636752,9.338123,0,11.57189,1.020708,0,2.781845,6.78382,9.211823,1.266805,3.00681,0,0,3.186954,27.5222,9,
"28-Oct",15.77602,,2.298003,2.416334,2.078659,12.83354,4.499755,7.239296,0,4.777983,2.232499,0,21.91397,13.07774,,0,0,3.252523,18.76403,0,0,10.55203,18.38191,21.84546,0,9.755631,7.51316,0,6.325375,8.909976,0,40.29353,12.00541,24.27,9.726119,7.957802,26.33439,9,
"29-Oct",0,0,4.984289,,0,0,3.479239,12.67516,0,0,0,2.746824,4.311675,2.586404,0,6.135275,2.42054,0,3.620367,7.302569,2.950023,6.704793,2.674868,2.673322,0,3.563377,1.086894,5.112876,1.88986,23.31405,8.923877,37.56739,11.33673,4.388747,0,10.14517,5.694054,45,
"30-Oct",0,0,0,16.93417,19.97282,0,6.053517,10.95573,3.536477,0,0,2.246261,6.069782,0,6.216099,0,0,8.428055,6.684158,2.724567,19.24089,11.97047,0,5.901487,7.62423,0,5.619876,0,3.148876,2.240471,5.992479,1.440424,9.650072,0,3.037894,6.754757,15.21634,0,
"31-Oct",0,0,0,0,4.783383,3.044709,,,3.714,0,6.303167,4.860678,22.39168,0,2.659478,4.654892,3.260046,7.481353,49.88346,24.71352,3.828894,0,0,10.58905,0,0,0,0,6.793522,0,14.59801,7.948461,11.53543,0,0,0,6.611916,0,
"1-Nov",0,16.83388,0,4.344531,3.595074,7.499667,5.498406,,0,0,16.15425,7.05734,0,0,1.313963,8.575654,0,0,10.52417,2.517545,1.288925,0,5.792202,18.92669,0,16.43095,0,5.750598,2.224607,33.07731,0,4.409179,4.200962,0,0,9.164874,4.554118,0,
"2-Nov",,0,0,16.28848,7.908063,0,0,15.09601,6.186096,5.1957,15.645,0,7.373178,4.500394,7.926991,7.114773,20.58204,3.802484,0,33.15894,5.367027,4.716709,6.863534,0,0,8.259653,0,3.817538,38.12722,17.03252,0,21.79314,18.81766,7.437973,19.1248,2.512906,6.968586,9,
"3-Nov",11.82104,34.97092,1.916402,10.26026,0,10.28868,0,8.744557,0,9.165125,8.421475,8.657129,4.556735,6.758486,4.662613,0,1.054181,2.83376,5.745376,4.539038,2.394022,14.57948,10.22521,22.48144,2.365687,9.80573,0,0,26.43741,14.6847,0,5.069925,8.739937,7.237425,15.46931,9.706026,5.098361,14,
"4-Nov",12.32476,0,11.68179,0,7.419778,13.88612,0,11.86616,2.30042,6.840214,0,36.77994,11.6844,2.307687,7.007073,0,0,1.670182,34.7442,4.008134,2.766752,5.332395,3.331568,6.894964,8.64432,1.638594,5.467417,6.589288,0,36.95689,0,13.93503,21.98811,9.1911,17.93295,7.424613,1.145309,29.71428,
"5-Nov",0,0,3.536749,,8.300958,5.64775,0,,4.421816,16.39138,6.943368,8.350903,19.5313,4.887206,5.354018,0,1.957261,0,0,8.887368,0,2.816017,10.63012,7.086956,3.753255,16.77651,11.08741,4.781194,7.791707,0,8.166974,0,5.593488,0,12.10807,21.8776,0,17,
"6-Nov",0,0,9.895473,0,17.29185,11.5218,0,4.961118,0,4.185728,0,7.422681,5.153337,10.39593,12.38421,0,6.713378,7.237774,0,13.3832,17.82782,12.51895,6.236763,7.143101,0,15.68746,1.766929,0,6.982636,1.669556,12.72293,0,13.04127,0,16.38938,1.762027,1.966906,27,
"7-Nov",9.183169,,3.853509,0,0,10.49486,,9.36475,7.436505,2.998082,5.937584,5.263045,9.911614,0,0,9.812967,4.540969,5.697432,0,0,0,12.73361,6.148853,0,28.13869,40,9.167722,0,8.492727,1.581911,3.609702,6.66318,5.257847,24.54202,21.90594,0,4.852869,19,
"8-Nov",14.35637,46.29926,6.882764,5.502369,16.25031,9.046329,,0,0,0,7.733145,5.008509,0,3.973948,5.798239,2.083037,7.566496,6.394418,9.627645,0,0,0,0,0,0,13.68341,2.977133,2.762339,16.42907,6.656126,12.80482,0,12.73121,0,7.357819,12.97694,2.037483,18,
"9-Nov",2.509706,27.44887,5.426958,0,5.478452,2.112855,0,4.625737,8.573051,0,4.358207,9.720784,6.252398,2.701641,6.112419,0,3.365334,3.042213,0,2.379536,2.894483,4.385878,1.400044,6.485713,17.95153,3.98944,6.529583,28.52999,8.776962,13.4848,6.822799,0,21.00908,0,2.16546,12.20547,3.536664,0,
"10-Nov",0,0,14.99712,7.187068,0,8.726385,,0,0,0,1.408524,25.44147,0,4.884799,0,9.262451,0,0,3.675012,11.50413,3.611781,6.497133,0,23.27717,1.155657,10.07281,5.994499,7.556518,5.029319,58.95882,2.040158,0,0,0,0,9.217803,4.467493,21,
"11-Nov",,,4.744691,8.166639,6.280541,21.9263,,0,0,0,5.136467,8.497134,3.643056,2.718392,2.374443,4.8264,3.558588,8.102548,7.157833,5.252353,13.94625,0,0,8.659915,13.84893,20.33453,0,0,1.750049,0,6.300945,0,11.08176,0,11.19831,14.27109,0.312666,18,
"12-Nov",,13.25845,9.338902,4.387355,15.8015,10.572,0,0,0,5.886768,0,13.26311,0,4.421462,9.400215,5.11263,10.26418,0,5.19207,10.84716,0,0,0,18.80865,12.93468,12.09064,1.623799,0,7.028396,0,2.05537,0,6.525425,0,13.06673,0,16.69814,0,
"13-Nov",,9.047726,14.02416,6.259806,0,0,1.679974,3.309312,,3.156239,2.180397,10.86014,4.933952,0,7.83914,0,7.127056,0,11.47992,14.41827,9.821801,31.0044,9.430766,22.59143,0,12.51062,2.150415,3.479145,10.15399,4.099767,0,0,5.944969,0,0,1.171786,5.704072,27,
"14-Nov",52.26808,4.459171,0,11,0,0,2.620669,25.76731,0,5.125135,0,3.152572,5.624792,8.637054,5.973998,1.398404,66.05724,9.474729,7.853127,0,20.80854,11.21926,10.06482,8.532819,0,10.9509,11.14972,6.918883,0,0,0,4.133703,6.12911,0,0,11.12972,15.30193,9,
"15-Nov",4.654575,,0,0,7.066581,,0,0,0,9.065933,0,17.02698,0,0,15.8548,0,19.03347,4.307951,7.945391,9.079449,5.441627,0,6.501159,18.85745,0,3.852146,,0,0,12.89142,14.12197,9.540773,15.47198,0,0,4.638323,0,45,
"16-Nov",11.54203,,0,0,14.02146,,2.093441,0,0,31.45103,0,0,3.814209,0,5.56194,0,0,12.47485,10.50277,6.147605,7.972607,0,0,6.545319,6.407606,0,,0,0,12.1549,0,1.375953,22.12532,3.50698,0,0,0,12,
"17-Nov",0,,0,0,0,,6.193182,0,0,4.364936,,5.9481,0,0,19.81313,0,5.20916,7.330403,0,16.72938,14.14359,0,0,10.27751,8.487366,0,0,5.112961,4.767705,0,4.158916,15.13532,14.75646,6.85473,5.612849,25.7672,9.383992,23,
"18-Nov",0,,6.001379,2.399515,7.201708,,19.33613,0,0,8.712485,49.19216,11.66804,12.09277,0,4.139597,5.786823,0,5.982181,4.28396,4.450212,9.179422,0,0,14.57296,15.06343,0,63.54074,6.549683,5.237484,9.26157,3.739552,0,3.427212,5.785196,0,12.88676,6.379936,0,
"19-Nov",0,3.965467,0,13.90466,0,,4.084759,0,,0,0,3.707638,3.129167,0,2.82216,1.706137,0,8.036923,1.873979,21.35525,7.795905,0.5542689,0,4.501649,5.846246,0,4.968246,0,14.32497,1.766895,0,8.10494,0,3.990306,0,2.974786,0,12,
"20-Nov",14.96645,,2.681395,,0,,8.062422,16.52743,0,0,0,0,13.26155,0,4.380262,1.871661,0,33.46608,0,9.939879,0,12.35804,0,21.00697,5.459216,0,0,0,7.110488,0,21.41101,20.12637,3.55651,0,0,0,9.551585,18,
"21-Nov",6.860045,,0,7,4.40762,,11.89779,9.378794,10.79591,17.78866,0,6.441133,16.85835,4.765177,7.681657,0,0,7.336035,8.305456,3.000444,0,8.974813,0,16.933,0,0,0,0,12.86657,3.501031,0,4.539605,25.23368,0,0,0,6.748168,9,
"22-Nov",0,,5.762984,7.685726,3.986795,,15.14964,0,11.7532,0,0,11.44623,5.482155,1.560521,2.105281,0,0,15.20091,5.899488,8.143636,9.629891,4.33065,0,23.71705,0,0,0,0,17.16952,0,4.523979,2.753459,0,0,0,13.04741,26.49717,0,
"23-Nov",0,,4.961826,0,0,,14.50117,0,10.35114,0,0,,0.8621982,2.666476,2.248344,0,0,6.002904,3.929488,5.65959,7.273636,19.03208,0,3.375836,14.14738,0,17.90711,3.128004,12.90811,0,7.394405,5.607355,7.457686,2.495686,0,0,7.629544,0,
"24-Nov",26.60296,,0,0,0,,0,0,0,0,0,4.201863,6.025874,3.652772,7.997097,0,12.38097,5.754323,0,0,20.69486,13.65382,0,49.23591,0,0,14.84484,4.098175,42.28441,0,0,19.68065,0,3.536027,3.343152,0,8.025834,17,
"25-Nov",0,0,0,5.243898,5.038611,,2.646568,0,3.66102,0,0,0,0,10.13029,0,0,2.196405,0,0,4.326282,0,4.584012,0,22.64486,7.524773,0,8.25384,0,0,0,3.968427,3.345427,0,0,5.400943,0,4.393636,1,
"26-Nov",3.185611,9.176236,4.773657,3.650721,10.60648,,12.47338,0,4.204124,0,0,6.299039,2.786466,0,13.44483,0,0,0,0,4.688619,0,0,0,0,0,0,0,3.288218,0,4.968041,0,8.19046,23.98128,0,0,0,0,22,
"27-Nov",9.240625,40.52434,0,0,2.675996,,10.70105,2.089723,0,11.9555,0,6.106757,0,3.359846,0,0,0,0,0,0,5.178359,0,0,0,0,0,0,0,2.013876,4.861882,0,21.65525,3.583593,5.312588,0,0,9.240841,18,
"28-Nov",4.872781,0,7.625598,0,3.278332,,0,0,0,37.75698,17.92006,21.29457,0,34.87937,2.15371,0,8.732322,10.61965,0,0,6.956004,0,0,26.81737,0,0,4.272857,0,3.288445,14.7893,0,11.6515,0,5.19699,0,0,12.02096,29,
"29-Nov",0,,0,0,0,,7.495686,0,0,13.41257,5.2305,14.7432,0,0,9.168407,0,21.08673,0,0,0,4.152173,0,0,0,2.128576,0,14.87051,0,30.1066,18.60554,0,2.18825,7.917035,3.285674,3.122028,0,13.21603,18,
"30-Nov",0,,0,0,0,,8.488578,8.825708,0,10.5603,11.21338,9.857708,0,10.95225,0,0,16.03184,0,2.720432,0,3.296849,0,0,0,0,0,23.51185,0,0,0,0,8.486426,0,0,6.286446,0,6.270755,0,
"1-Dec",0,10.82581,0,4.73061,0,,0,5.717152,5.723049,0,8.287336,,2.897807,0,29.49606,0,19.81384,0,4.016485,0,1.117163,7.57737,0,8.933729,0,0,2.1838,0,0,0,0,7.942098,2.79642,2.550357,0,0,21.59803,0,
"2-Dec",0,,6.502101,28.27948,0,,4.119001,0,3.671298,5.657355,0,0,0,0,0,0,23.39855,0,3.806132,0,6.679301,0,0,23.37646,0,0,0,0,0,0,0,11.01712,43.77098,7.324752,0,4.597738,15.60268,15,
"3-Dec",0,29.31022,7.254979,6.839698,0,,0,0,3.510329,3.057844,0,8.967188,0,0,48.3465,0,5.7196,11.66517,6.614229,2.649798,0,4.956658,0,34.82033,0,0,7.771918,0,7.434467,0,0,11.38488,12.89167,6.814776,0,16.47021,17.99672,0,
"4-Dec",0,,8.920359,5.077727,3.281425,,4.566621,0,3.546893,0,2.474134,17.25723,0,0,23.006,0,0,13.92191,0,5.550619,12.32715,0,8.10495,12.11763,0,3.122261,10.99464,0,3.225617,0,0,0,7.646585,0,0,2.149062,0,3,
"5-Dec",6.216021,,0,0,0,,2.91452,0,1.822443,14.64249,7.606678,11.31818,0,0,25.89097,0,0,9.019224,3.035311,0,3.607536,0,2.086692,27.03301,0,0,32.36321,0,9.464983,8.098118,28.50271,0,24.37653,0,0,12.01445,14.56944,9,
"6-Dec",0,2.188169,0,0,0,,,0,0,9.049743,19.40495,44.96205,28.01558,0,23.53598,0,0,0,0,2.339198,9.19989,1.8254,1.653269,7.758577,0,0,0,11.78517,3.448508,5.717293,0,0,0,0,0,0,8.351089,0,
"7-Dec",0,1.822313,0,0,7.581224,,,0,0,4.483527,0,0,1.72751,0,17.52581,,7.453917,0,0,0,17.90639,0,0,18.50333,14.18188,0,19.27318,0,6.123755,7.024541,0,0,7.931157,0,0,6.303196,1.604444,10,
"8-Dec",0,0,0,0,3.676968,,0,0,0,17.77708,4.347141,9.607213,0,1.776804,0,0,0,34.22821,0,0,18.75598,1.631155,0,0,24.94602,0,0,0,0,16.5622,0,0,4.173511,0,0,4.637155,17.83673,27,
"9-Dec",9.803732,9.428045,0,13.51879,10.58794,,6.466619,8.747386,0,0,0,0,0,8.370779,0,0,6.60242,0,0,0,0,0,0,0,35.00413,0,0,1.96137,0,0,0,0,11.88454,0,0,21.96574,0,0,
"10-Dec",0,13.85814,1.683847,25.47707,0,,5.777448,15.25034,0,6.653697,0,0,0,0,28.96552,0,0,10.28571,0,0,0,1.910521,53.62749,0,1.940348,10.83948,23.47634,4.634255,0,6.686621,28.45757,0,62.79807,0,0,14.27891,0,0,
"11-Dec",0,12.05311,2.245066,0,0,,0,,0,14.16341,0,0,0,0,0,0,2.46195,7.842714,7.969992,0,0,0,0,0,16.73731,0,31.00092,2.60389,2.547593,0,0,0,0,3.004946,0,10.37835,7.970129,9,
"12-Dec",0,0,0,44.86679,0,,0,,0,8.029976,0,0,0,0,0,0,0,15.49483,0,0,8.135605,0,0,5.419802,20.5104,0,6.59419,0,0,0,25.85848,0,3.787631,8.337415,0,5.158975,22.25307,0,
"13-Dec",0,0,0,8.237925,0,,9.963608,,0,0,0,0,0,0,20.15915,0,0,28.99136,3.133127,0,0,0,0,16.67007,0,0,8.868837,0,6.512014,17.63904,0,0,13.94838,0,0,4.832417,8.040112,0,
"14-Dec",0,0,0,0,0,,0,20.14314,0,10.79783,0,0,0,0,0,0,0,0,0,12.76324,0,0,0,8.381242,0,0,5.890377,0,0,0,9.732036,0,0,0,0,3.295923,8.10491,0,
"15-Dec",0,0,0,0,0,,0,0,0,2.597934,0,0,0,0,0,1.097629,0,0,0,23.13386,0,15.63923,0,3.957886,0,0,4.051345,0,0,12.97027,0,4.496758,0,0,0,5.716646,11.86951,0,
"16-Dec",0,0,0,0,0,,2.459624,7.077702,0,0,44.29832,0,0,0,7.449825,0,0,0,0,0,0,4.767976,0,14.72342,0,0,0,0,0.8979915,14.11752,0,42.5933,0,0,0,13.31297,0,0,
"17-Dec",0,0,0,0,0,,3.448583,7.668295,0,0,4.787906,0,10.56429,0,12.37736,0,0,7.299649,0,7.434178,0,4.351106,0,0,0,0,0,0,4.775723,32.4576,0,0,8.417237,0,0,0,4.106061,0,
"18-Dec",3.562728,0,0,0,0,,0,4.479312,0,5.571791,,0,3.585016,0,19.22,3.398403,0,0,0,9.236866,0,2.040534,0,2.808459,0,10.3752,0,0,10.42483,5.464782,0,10.83867,11.92819,0,0,0,0,0,
"19-Dec",0,0,,10.47202,0,,0,4.865613,0,0,0,0,0,0,0,23.0551,0,0,0,0,0,0,0,0,0,3.88412,0,0,0,0,0,0,0,0,0,82.50735,0,0,
"20-Dec",8.230647,0,,8.602653,0,,7.870037,0,1.004263,0,0,0,0,0,14.2092,0,4.259345,0,0,3.734841,18.01532,9.761341,0,9.411843,0,3.475744,0,0,0,0,0,9.251171,11.07666,0,0,20.81825,0,0,
"21-Dec",0,0,0,7.9662,0,,11.65688,0,5.286264,0,0,0,0,0,0,0,0,20.37711,1.735818,0,0,0,0,5.163462,0,0,0,0,19.63897,30.69897,0,0,11.42508,0,0,0,1.866263,8,
"22-Dec",15.33741,0,15.55663,0,0,,0.7525716,0,4.161387,0,0,0,0,0,0,0,3.278295,19.74961,0,14.55352,0,10.74705,0,19.59194,0,0,0,0,0,23.63269,0,0,0,0,0,0,5.326262,7,
"23-Dec",0,0,0,0,0,,7.637106,0,7.570499,0,4.961967,0,0,0,0,0,7.214173,0,0,21.98786,0,23.40913,0,0,0,0,13.14929,0,0,39.58051,0,6.914382,0,0,0,13.45469,0,0,
"24-Dec",5.943769,0,0,0,0,,8.238189,0,0,0,0,0,1.38288,0,7.561222,0,3.681719,0,0,0,0,4.003113,0,19.00061,0,0,1.823455,8.977208,0,40.75112,0,29.40562,0,0,0,0,1.303072,12,
"25-Dec",0,0,0,0,0,,12.61486,0,0,9.366893,0,2.111946,3.474991,0,4.36943,0,0,0,0,0,0,0,0,0,0,0,13.07173,3.442142,8.66771,0,0,22.64217,0,0,0,0,31.90038,0,
"26-Dec",23.19321,0,0,0,0,,33.09243,0,0,26.58177,0,0,0,0,28.37225,0,0,0,0,0,0,0,0,0,0,0,7.79324,13.05494,0,0,0,13.11431,9.717959,0,0,0,0,0,
"27-Dec",0,0,0,0,0,,13.25627,0,0,3.034647,0,0,26.70689,0,9.064981,0.2909812,14.04119,0,0,3.722821,0,0,0,18.20425,0,0,1.483008,9.992045,0,13.34065,0,0,0,0,0,0,28.41921,0,
"28-Dec",0,0,0,0,0,,0,0,0,0,0,0,2.641815,0,35.09713,0,0,0,0,0.5830688,0,0,0,6.705621,0,0,7.80233,10.71164,0,27.33689,0,0,0,0,0,19.76565,0,0,
"29-Dec",0,17.01363,0,0,0,,4.535859,0,0,0,0,0,0,0,0,0,3.084748,0,0,4.274647,0,0,0,14.97734,0,0,11.82634,0,0,10.26799,2.242025,0,0,0,5.568858,11.0262,0,0,
"30-Dec",0,0,0,0,0,,3.478155,0,0,0,0,0,0,0,0,0,0,0,0,2.336372,0,7.717723,0,9.0013,0,2.800722,0,6.16516,0,0,3.666224,0,0,0,14.74057,0,0,0,
"31-Dec",5.877224,0,0,0,0,,96.13404,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,8.14471,0,0,4.422594,4.825307,0,7.545739,7.674903,0,0,3.902431,0,0,0,18,
